,Area,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
90,Iraq,1850.0,1750.0,2407.0,2963.0,3533.0,7314.0,9326.0,10902.0,14522.0,17000.0,20246.0,22670.0,28669.0,34442.0,32700.0,43000.0,54200.0,58636.0,102000.0,92300.0,76800.0,80200.0,87900.0,154800.0,180500.0,196190.0,217700.0,237700.0,215377.0,207000.0,134700.0,210000.0,348000.0,384000.0,333900.0,354400.0,356800.0,383300.0,388100.0,371200.0,639200.0,634600.0,114700.0,111132.0,218787.0,223420.0,187360.0,228760.0,219717.0,137160.0,168120.0,213403.18,231038.74,97910.34000000001,77346.05,143905.87,251613.61,274173.44,274173.44,274173.44
91,Ireland,202641.0,231965.0,237049.0,230782.0,217379.0,290728.0,328900.0,360900.0,382000.0,423300.0,420010.0,528400.0,504550.0,360000.0,431529.0,487519.0,611366.0,669100.0,592300.0,600900.0,592300.0,625800.0,677800.0,676300.0,629531.0,717350.0,661100.0,680500.0,706300.0,692300.0,665000.0,668000.0,716000.0,752000.0,748000.0,682000.0,660000.0,712000.0,692000.0,599410.0,589717.0,597851.0,630920.0,562050.0,542316.0,497954.0,453173.0,416298.0,519860.0,467528.0,457170.0,549587.0,526343.0,576054.1,585620.64,593293.96,646743.48,709415.49,662008.37,694127.36
92,Israel,36225.0,33239.0,34222.0,37100.0,40200.0,39805.0,46575.0,45895.0,53115.0,57315.0,60685.0,62685.0,56785.0,64539.0,74590.0,73914.0,79795.0,83660.0,77842.0,79252.0,75390.0,82185.0,83690.0,96000.0,92100.0,93700.0,98000.0,97500.0,99400.0,102600.0,93600.0,97800.0,98000.0,104000.0,104000.0,119000.0,120000.0,121000.0,89000.0,94000.0,89400.0,87900.0,94500.0,99800.0,91000.0,92400.0,105500.0,84100.0,61000.0,60600.0,74400.0,82200.0,84600.0,79400.0,72400.0,82800.0,88951.61,92300.0,87497.98000000001,53100.0
93,Italy,871980.0,887493.0,871523.0,940310.0,1082017.0,1111296.0,1122577.0,1159614.0,1231175.0,1338255.0,1449765.0,1541317.0,1411831.0,1272069.0,1489726.0,1434604.0,1794650.0,2238519.0,2354720.0,2111485.0,2056657.0,2003546.0,2064438.0,2090628.0,2149599.0,2146291.0,2276514.0,2091981.0,1812919.0,1944380.0,1986690.0,1922000.0,1903900.0,1892200.0,1822000.0,1865000.0,1758000.0,1748000.0,1784000.0,1732000.0,1405913.0,1418087.0,1414334.0,1447535.0,1336239.0,1305785.0,1364139.0,1075785.0,838499.0,864377.0,902647.0,872000.0,882755.0,851523.0,885372.0,880660.0,878647.0,872894.0,885051.0,930764.74
94,Jamaica,13506.0,12133.0,14715.0,21773.0,16049.0,15845.0,25210.0,23200.0,22800.0,21834.0,21328.0,22700.0,18600.0,25600.0,18300.0,14300.0,14800.0,15962.0,13341.0,17506.0,19014.0,12016.0,12735.0,23100.0,11800.0,17300.0,24600.0,29268.0,31100.0,19100.0,25700.0,21300.0,23400.0,23200.0,26518.0,23800.0,23397.0,23445.0,23043.0,22400.0,20855.0,12781.0,15146.0,16485.0,14828.0,8130.0,4527.0,4517.0,6983.0,7515.0,8541.0,10485.0,9977.51,13834.29,4539.64,6869.56,7954.3,7901.13,9340.25,7834.25
95,Japan,1584170.0,1654850.0,1797000.0,1763500.0,1851500.0,1978000.0,2104700.0,2150400.0,2110200.0,1954600.0,1915000.0,2062300.0,2245100.0,2050600.0,1801300.0,2086000.0,2124000.0,2221000.0,2344000.0,1816000.0,1879000.0,1984500.0,2098400.0,2097900.0,2024000.0,2052600.0,2036600.0,1943000.0,1938000.0,1838000.0,1752000.0,1784000.0,1817100.0,1763500.0,1641100.0,1563000.0,1509700.0,1418600.0,1438700.0,1452300.0,1354000.0,1294207.37,1327273.79,1292187.72,1293968.42,1278536.4,1415217.81,1016099.0700000001,895270.35,1092297.3900000001,1062818.92,1073496.41,1036800.0,1069000.0,947500.0,987500.0,1012100.0,977500.0,977500.0,977500.0
96,Jordan,1563.0,2105.0,2449.0,4383.0,5100.0,3390.0,3841.0,3942.0,2579.0,2727.0,2401.0,3010.0,4000.0,4620.0,5800.0,7967.0,5500.0,8073.0,14500.0,14400.0,7265.0,14909.0,16404.0,15020.0,15440.0,7850.0,12907.0,27149.0,20500.0,16800.0,20409.0,15700.0,16300.0,14000.0,16000.0,19150.0,24021.0,23431.0,23024.0,20623.0,22000.0,30100.0,30900.0,9700.0,16700.0,10600.0,13000.0,15300.0,21200.0,23200.0,23200.0,23500.0,30261.0,21985.0,40322.0,26653.0,25032.0,22923.0,24125.0,17466.0
97,Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475000.0,324000.0,121000.0,95000.0,131000.0,56100.0,13000.0,34200.0,37000.0,50400.0,23700.0,33740.0,42100.0,40800.0,41400.0,58900.0,30900.0,56400.0,58688.0,87412.0,129657.0,84909.0,116487.0,127150.0,113833.63,158207.68,120589.87,85708.02,164750.0
98,Kenya,11100.0,12100.0,16022.0,19265.0,24024.0,30672.0,33300.0,32800.0,42300.0,49500.0,47200.0,53189.0,50962.0,52800.0,44494.0,53896.0,51522.0,51002.0,38300.0,61600.0,82800.0,62700.0,75100.0,81757.0,102600.0,98400.0,110363.0,121100.0,106100.0,106700.0,112700.0,101900.0,100000.0,129800.0,78400.0,160800.0,134400.0,127100.0,148100.0,145705.0,149990.0,139051.0,170316.0,145546.0,180695.0,176052.0,192895.0,176424.0,187236.79,180358.87,229620.78,278882.69,328144.6,276838.41,225532.22,280616.77,365890.35,279114.16,332267.91000000003,378277.51
99,Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,660.0,440.0,500.0,500.0,500.0,500.0,700.0,407.0,328.0,775.0,500.0,0.0,0.0,800.0,1000.0,1000.0,1000.0,2000.0,1200.0,1000.0,1100.0,629.0,1046.0,1000.0,1000.0,1000.0,1000.0,3488.16,3326.44,6028.93,1000.0,2283.96,4636.3,4686.08,5735.87,7382.93,9274.79,8405.79,9869.5,8975.84,8215.21,8986.49
101,Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000.0,28000.0,28000.0,28000.0,31000.0,31000.0,29078.0,28071.0,29199.0,27618.0,9483.0,33211.0,28924.0,31623.0,28494.0,28742.0,24277.0,28159.0,28918.0,24457.0,31042.0,35075.0,40980.0,13322.83,16346.539999999999,9903.630000000001,27344.0,29185.0,29155.0
102,Lao People's Democratic Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168000.0,95300.0,95300.0,22000.0,25000.0,35100.0,49200.0,54477.0,50289.0,56665.0,44441.0,58831.41,60519.0,74300.0,75500.0,80457.0,78328.0,75784.0,91081.0,96383.0,107864.0,121593.0,122259.0,128833.0,134200.0,133495.0,130993.0,139247.0,151311.0
104,Lebanon,15480.0,11664.0,19220.0,25054.0,14726.0,20000.0,22532.0,24172.0,33000.0,44000.0,47900.0,55400.0,72735.0,41920.0,13000.0,32100.0,27900.0,31500.0,45000.0,26600.0,35200.0,48600.0,41900.0,50410.0,35700.0,17600.0,20200.0,22600.0,27600.0,25400.0,29700.0,34000.0,36200.0,28000.0,44000.0,56000.0,62242.0,63700.0,63700.0,52257.0,58577.0,34242.03,31871.559999999998,34697.009999999995,21985.32,15438.04,23217.73,20099.33,20564.6,25513.04,42548.58,31741.260000000002,27595.03,29128.9,35320.82,35365.44,40251.71,37700.159999999996,37700.159999999996,33659.270000000004
105,Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Libya,4400.0,4000.0,3761.0,3792.0,4566.0,6780.0,9117.0,10293.0,8622.0,12460.0,17500.0,16600.0,14200.0,21900.0,35900.0,43400.0,51200.0,36900.0,60140.0,53148.0,74330.0,86680.0,91262.0,79914.0,67700.0,78770.0,102090.0,87900.0,78800.0,77600.0,84800.0,86100.0,110900.0,74500.0,89000.0,62400.0,61700.0,50500.0,86500.0,55000.0,73200.0,65334.9,35477.99,50447.4,52465.53,55061.22,53276.21,51485.729999999996,58605.18,66161.9,80938.45,82515.0,62277.86,39417.33,26957.48,26902.23,44808.83,28193.12,32040.94,25544.43
108,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156000.0,87000.0,79000.0,118000.0,119000.0,137300.0,139800.0,154000.0,153000.0,162000.0,189000.0,190000.0,193000.0,195000.0,217000.0,219000.0,169300.0,210400.0,221200.0,229000.0,242000.0,251121.0,262640.0,266236.0,282534.0,296851.0,282388.0,303215.0,314923.81
109,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16583.0,16583.0,20684.0,18789.0,17618.0,16861.0,15532.0,15108.0,15995.0,16810.0,16173.0,15462.0,15074.0,15240.0,16214.0,15647.15,14577.0,15222.0,14825.66
110,Madagascar,1488.0,1726.0,3871.0,4295.0,5401.0,6250.0,7700.0,6681.0,12900.0,14400.0,12666.0,13529.0,8900.0,8658.0,5947.0,8820.0,7806.0,10783.0,7400.0,8800.0,7000.0,15600.0,14000.0,6600.0,9700.0,10846.0,6272.0,10722.0,6219.0,10855.0,9472.0,7697.0,11083.0,11266.0,12546.0,16669.0,9500.0,8677.0,7874.0,9111.0,9051.0,6204.84,6960.880000000001,6677.389999999999,16702.120000000003,7579.35,9632.87,12820.52,7815.67,8931.86,12611.02,21115.02,14399.75,26203.43,22593.07,17966.77,38985.56,37802.72,35836.26,31741.079999999998
111,Malawi,4470.0,3880.0,4150.0,4850.0,5000.0,5000.0,6000.0,7000.0,7088.0,10999.0,15062.0,13343.0,16392.0,10630.0,15021.0,26898.0,23492.0,28870.0,25244.0,33264.0,34156.0,32300.0,43001.0,44774.0,29267.0,37479.0,48403.0,51226.0,54800.0,48000.0,70000.0,73800.0,74000.0,21283.0,43519.0,58200.0,56800.0,50200.0,50100.0,49791.0,27482.0,84684.0,93232.0,103218.0,97574.0,121521.0,125156.0,120303.0,107960.0,130893.0,106282.0,92390.13,103719.58,143193.76,153548.87,88230.48,128054.41,129304.65999999999,117300.34999999999,117301.0
112,Malaysia,74527.0,77609.0,78641.0,83081.0,97600.0,115100.0,117000.0,121800.0,152128.0,192973.0,171258.0,213816.0,267447.0,226136.0,248020.0,298846.0,320100.0,368600.0,434400.0,453000.0,400100.0,442800.0,492000.0,647000.0,623400.0,658300.0,747600.0,887100.0,892900.0,909500.0,941000.0,964900.0,1031000.0,1157300.0,1092000.0,1131000.0,1252000.0,1406000.0,1323800.0,1188275.0,1130717.0,1144984.14,1169391.99,1706663.98,1574357.92,1791932.8599999999,1902081.6,1837074.6099999999,1100176.38,1851054.58,1890163.1,1664584.29,1594054.16,1842417.25,1564923.2,1647138.61,1659960.21,1612428.01,1612428.01,1612428.01
113,Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,31.0,89.0,353.0,262.0,67.0,394.0,368.0,143.0,525.72,754.74,235.51000000000002,238.60000000000002,367.32,441.66,448.4,448.4,279.74
114,Mali,66.0,330.0,350.0,300.0,581.0,1701.0,1569.0,2322.0,2400.0,5500.0,7200.0,7246.0,8917.0,7442.0,2200.0,11800.0,14800.0,11622.0,14125.0,14194.0,8704.0,11248.0,10165.0,50238.0,19706.0,14747.0,15614.0,13400.0,17800.0,15200.0,15000.0,27300.0,25000.0,25000.0,27000.0,27300.0,47800.0,45900.0,49800.0,39847.0,42000.0,90232.54000000001,76430.44,81736.79000000001,83623.79,101276.20999999999,78561.57,104892.2,110385.06,115877.91,61951.05,59184.15,93530.48,134901.43,176272.38,217643.32,158687.02000000002,158687.02000000002,158630.75,238725.14
115,Malta,427.0,426.0,665.0,568.0,373.0,366.0,512.0,370.0,575.0,638.0,569.0,751.0,370.0,333.0,282.0,295.0,645.0,732.0,581.0,1605.0,334.0,369.0,878.0,1122.0,724.0,595.0,678.0,571.0,512.0,544.14,466.14,513.74,492.74,492.74,878.02,586.05,593.22,1499.0,713.0,1054.71,1024.48,990.66,890.98,1053.97,878.89,939.24,906.79,660.2,458.96,720.92,844.79,697.8499999999999,731.7099999999999,734.4200000000001,827.39,844.81,847.0799999999999,810.08,872.01,1148.6
116,Martinique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Mauritius,20093.0,22785.0,24929.0,26540.0,22800.0,18893.0,22004.0,21769.0,21820.0,21996.0,21538.0,31958.0,26164.0,26914.0,24142.0,21477.0,26189.0,25473.0,27432.0,26661.0,22325.0,25625.0,27154.0,27043.0,27973.0,25306.0,32842.0,28209.0,30700.0,27733.0,27575.0,26638.0,26005.0,29208.0,31891.0,37727.0,33456.0,33101.0,35300.0,37500.0,28550.0,28335.0,26352.0,26769.0,29933.0,21403.0,22860.0,18302.0,18237.0,13056.0,18972.0,20888.25,18611.120000000003,23496.79,13787.71,20494.35,19321.01,14033.52,14606.19,11285.09
119,Mexico,191000.0,203600.0,279000.0,288158.0,336886.0,396900.0,430626.0,498671.0,560798.0,537721.0,614679.0,679171.0,780127.0,864487.0,1073464.0,1120262.0,1067732.0,1066615.0,1134400.0,1237913.0,1560985.0,1671942.0,1485800.0,1660900.0,1764100.0,1796600.0,1887880.0,1757400.0,1739900.0,1798400.0,1619400.0,1616000.0,1591900.0,1647900.0,1286000.0,1636400.0,1644100.0,1804300.0,1776000.0,1832000.0,1865378.0,1591950.2,1588545.2,1558544.0,1787302.0,1612814.0,1671883.0,1318799.0,1585469.0,1658153.0,1917412.31,1912483.57,2072432.48,2004834.22,1793014.46,2186326.67,2139573.61,2140490.9,2086911.73,2139664.12
120,Micronesia (Federated States of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1600.0,1700.0,3100.0,5500.0,3500.0,3500.0,7000.0,6200.0,7000.0,8300.0,8200.0,13100.0,13600.0,16000.0,16900.0,18600.0,19600.0,24600.0,19800.0,17100.0,14600.0,16000.0,15100.0,1000.0,500.0,2000.0,2000.0,6000.0,4200.0,2800.0,3400.0,3200.0,4448.0,4017.0,5873.0,3657.0,6514.0,6018.0,6941.0,7570.0,11080.0,13965.0,16940.82,25379.57,19259.83,23195.0,25822.65,36736.79,42165.48,46818.28,44522.6
122,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3254.0,2720.0,2559.0,1960.0,2469.0,2171.0,2148.4300000000003,2534.24,2417.48,2280.8,2566.87,2149.52,2270.53,2270.53,2792.4900000000002
123,Morocco,28923.0,44263.0,39666.0,39042.0,49550.0,59467.0,77400.0,96947.0,94530.0,87800.0,108929.0,114623.0,133700.0,149600.0,165800.0,186800.0,179500.0,186000.0,191350.0,206669.0,212107.0,211600.0,245200.0,246200.0,291245.0,309503.0,303352.0,338854.0,315890.0,350000.0,288700.0,290930.0,334400.0,295100.0,282200.0,290000.0,327327.0,325000.0,364533.0,367416.0,360200.0,550787.0,500843.0,401942.0,518080.0,485200.0,474460.0,433412.0,330149.0,441892.0,461361.0,458620.0,516874.0,542343.0,528496.85,320546.05,508539.2,496630.39,450382.43,445121.42
124,Mozambique,3550.0,3600.0,4300.0,6800.0,6800.0,5000.0,5141.0,5993.0,7293.0,6565.0,9947.0,15500.0,12700.0,6963.0,5900.0,11200.0,14500.0,20700.0,23900.0,27600.0,41400.0,35800.0,14700.0,3900.0,3803.0,5900.0,6500.0,1600.0,2400.0,2600.0,5100.0,4900.0,3200.0,6300.0,7800.0,8100.0,6500.0,8000.0,8000.0,14300.0,24900.0,26600.0,3313.0,10395.0,7137.0,22751.0,13836.0,61653.0,22184.0,46327.0,41561.0,31750.3,33397.18,42567.58,25753.39,25807.260000000002,29033.43,37918.25,37918.25,63357.31
125,Myanmar,6000.0,6500.0,7000.0,9000.0,9100.0,11934.0,30249.0,17708.0,41092.0,21947.0,44023.0,48029.0,41458.0,44686.0,54724.0,51165.0,61964.0,85524.0,93100.0,100200.0,125600.0,168400.0,159700.0,188200.0,194087.0,178732.0,125449.0,87308.0,83105.0,75532.0,83059.0,67152.0,86301.0,144750.0,180047.0,173893.0,177824.0,171805.0,163075.0,205700.0,95700.0,42309.0,101554.0,197364.0,65596.0,93192.0,166830.0,81378.0,67316.0,71755.0,161738.0,168096.62,210391.96,263270.98,145635.43,205201.03000000003,428471.47000000003,546794.3500000001,698716.4099999999,653416.6
126,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,300.0,300.0,300.0,3185.0,1150.0,2612.0,1556.0,2314.0,1972.0,229.0,1272.0,3547.0,5284.0,12027.17,8688.970000000001,4910.929999999999,10988.15,20885.37,20029.489999999998,21811.45,20404.15,2980.92
127,Nepal,149.0,431.0,631.0,1022.0,1109.0,3400.0,2650.0,3069.0,4505.0,5359.0,7968.0,10616.0,12373.0,12696.0,12260.0,14877.0,17467.0,18543.0,20954.0,22459.0,23824.0,31279.0,37300.0,43479.0,43409.0,45051.0,54181.0,56291.0,67382.0,72512.0,81100.0,82003.0,73536.0,93000.0,93699.0,103000.0,107500.0,121500.0,94400.0,73014.0,72526.0,38950.0,11711.0,18458.0,8137.0,12751.0,3604.0,3030.0,40046.0,54689.0,77446.0,56540.0,115097.0,142400.7,156655.06,157853.58000000002,138475.4,183647.0,184473.76,215549.72000000003
128,Netherlands,470100.0,519862.0,557100.0,543973.0,562222.0,577233.0,577342.0,568223.0,616061.0,649601.0,601176.0,605104.0,632989.0,638106.0,634738.0,635575.0,643910.0,630685.0,693875.0,679124.0,663774.0,636225.0,682290.0,716885.0,701203.0,698562.0,635549.0,640812.0,593437.0,560600.0,560759.0,545555.0,519064.0,534000.0,535000.0,527024.0,508000.0,485000.0,471000.0,418000.0,416000.0,392802.0,397092.0,402871.0,375303.0,377796.0,320207.0,285538.0,251199.0,299955.0,248292.0,293000.0,240003.0,259006.65999999997,278010.34,299853.0,301309.0,280029.0,276841.0,279190.0
129,New Caledonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,244.0,415.0,437.0,757.0,1352.0,545.0,700.0,846.0,500.0,400.0,600.0,1200.0,1200.0,1200.0,1800.0,1200.0,1100.0,1600.0,1600.0,1600.0,1600.0,1600.0,900.0,900.0,900.0,900.0,1772.0,3648.0,1573.0,1921.0,1632.0,1820.0,1356.0,676.0,1020.0,1361.0,1500.44,1357.0,1526.0,1538.0,1486.0,1486.0,1486.0,1486.0,1486.0
130,New Zealand,291563.0,286742.0,347000.0,462034.0,456617.0,408414.0,358687.0,417550.0,443859.0,448460.0,473203.0,535716.0,658904.0,459841.0,515592.0,527655.0,558720.0,583115.0,546300.0,464200.0,462900.0,465817.0,510997.0,516000.0,427000.0,352000.0,367100.0,296100.0,373900.0,343100.0,438500.0,534500.0,625631.0,647000.0,682600.0,660000.0,647700.0,661500.0,716000.0,812730.0,901065.0,758119.8,852416.4,892211.8,952984.2,832733.6,837575.0,779869.2,626391.0,699368.0,764004.8,766437.0,748209.4,844529.0,853710.6,832301.4,893961.2,920984.2,915802.6,909543.23
131,Nicaragua,4065.0,3456.0,10004.0,10400.0,29225.0,22091.0,24884.0,27619.0,27146.0,25870.0,26082.0,29200.0,54500.0,35400.0,19300.0,47894.0,48358.0,48499.0,22900.0,54200.0,60300.0,44800.0,70302.0,48588.0,62985.0,67884.0,50400.0,76600.0,35287.0,40010.0,34432.0,31300.0,27000.0,21800.0,31000.0,40680.0,35673.0,38600.0,35942.0,28900.0,19314.0,56817.0,65386.0,64302.0,56227.0,60687.0,56646.0,46084.0,57241.0,53181.0,77514.0,76914.0,51767.0,76617.0,86957.45,89003.12,128467.09999999999,87592.44,87148.79000000001,115824.79
132,Niger,0.0,0.0,0.0,100.0,100.0,100.0,295.0,255.0,346.0,175.0,252.0,403.0,390.0,157.0,631.0,1152.0,2082.0,1681.0,1804.0,2693.0,5565.0,2813.0,1800.0,2338.0,3571.0,1985.0,2854.0,1730.0,2752.0,2299.0,530.0,1400.0,1500.0,6115.0,9979.0,9000.0,700.0,500.0,4188.0,4524.0,4982.0,8541.0,4126.0,3385.0,5475.0,7459.0,5297.0,2289.0,5267.0,7490.0,7576.0,14680.39,10704.130000000001,16787.29,6824.01,6755.12,6755.12,6755.27,12297.42,10380.49
133,Nigeria,1394.0,1685.0,2093.0,2801.0,3649.0,7330.0,7261.0,10100.0,10405.0,6894.0,9245.0,19558.0,15200.0,28900.0,54300.0,79000.0,74000.0,71400.0,108300.0,173900.0,213200.0,213000.0,259500.0,266200.0,222600.0,256700.0,235100.0,325200.0,363900.0,400380.0,429200.0,440000.0,461000.0,296000.0,183000.0,173500.0,137700.0,163200.0,167700.0,187500.0,221000.0,153982.0,214935.0,159079.0,259104.0,369431.0,155587.0,211566.0,168353.0,403051.0,223084.0,303404.4,306617.88,323063.69,287543.32,387843.9,733900.0,686200.0,686200.0,686200.0
134,Niue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7600.0,58923.0,37227.0,43400.0,46700.0,39200.0,43500.0,39900.0,22300.0,18869.0,18921.0,24655.0,27786.0,25228.0,28930.0,23811.0,23813.0,27784.0,26338.0,23844.1,28747.34,29748.78,27425.66,32994.99,28767.68,25434.25,25666.3,34450.83
