Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F
173,'616,Poland,1320,Herbicides,5157,Agricultural Use,tonnes,2948,I,2948,A,4189,A,5205,A,5415,A,3940,A,5534,A,5167,A,4401,A,4546,A,4795,A,4748,A,4926,A,3772,A,3740,A,8410,A,9356,A,10921,A,10940,A,9520,A,10489,A,12408.49,A,12654.3,A,12518.16,A,12073.36,A,12189.96,A,12693,A,13656,A,11371,A,11685,A,12809,A
173,'616,Poland,1321,Herbicides – Phenoxy hormone products,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181,A,2172,A,2425,A,2629,A,1936,A,1987,A,2043.87,A,2244.8,A,1834.09,A,1820.46,A,2091.45,A,1901,A,1740,A,1265,A,1086,A,1327,A
173,'616,Poland,1322,Herbicides – Triazines,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,A,344,A,608,A,307,A,458,A,525,A,807.23,A,665.4,A,567.92,A,585.95,A,627.58,A,604,A,728,A,935,A,914,A,1135,A
173,'616,Poland,1323,Herbicides – Amides,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,A,776,A,1309,A,1188,A,1357,A,1504,A,1680.58,A,1169.9,A,1289.54,A,1498.86,A,1626.8,A,1531,A,1616,A,1546,A,1739,A,1888,A
173,'616,Poland,1324,Herbicides – Carbamates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,A,120,A,107,A,104,A,112,A,260,A,327.1,A,310.3,A,308.27,A,272.28,A,289.45,A,349,A,406,A,445,A,668,A,614,A
173,'616,Poland,1325,Herbicides – Dinitroanilines,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,A,286,A,248,A,410,A,360,A,313,A,289.08,A,277.9,A,308.72,A,367.48,A,362.39,A,408,A,250,A,295,A,388,A,436,A
173,'616,Poland,1326,Herbicides – Urea derivates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,A,836,A,1151,A,1657,A,1285,A,1467,A,1379.97,A,1218.2,A,1168.89,A,1422.56,A,1616.67,A,1289,A,1040,A,890,A,1097,A,879,A
173,'616,Poland,1328,Herbicides – Sulfonyl ureas,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,A,741,A,74,A,62,A,88,A,40,A,38.63,A,43.5,A,1046.11,A,79.52,A,81.26,A,113,A,101,A,121,A,138,A,136,A
173,'616,Poland,1329,Herbicides – Bipiridils,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,A,19,A,23,A,24,A,27,A,28,A,27.54,A,37.5,A,34.14,A,29.29,A,43.97,A,65,A,82,A,123,A,85,A,0,A
173,'616,Poland,1330,Herbicides – Uracil,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,A,38,A,37,A,31,A,54,A,22,A,6.44,A,19,A,38.17,A,41.24,A,9.15,A,36,A,42,A,53,A,61,A,34,A
173,'616,Poland,1327,Herbicides – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747,A,4024,A,4939,A,4528,A,3843,A,4343,A,5808.05,A,6667.8,A,5922.31,A,5955.72,A,5441.28,A,6396,A,7650,A,5699,A,5509,A,6360,A
173,'616,Poland,1331,Fungicides and Bactericides,5157,Agricultural Use,tonnes,1566,I,1566,A,2548,A,2750,A,2965,A,2271,A,2986,A,3058,A,2909,A,2583,A,2504,A,2815,A,3710,A,1939,A,3080,A,4915,A,5125,A,5201,A,6060,A,5620,A,5360,A,5766.03,A,5922.1,A,6392.53,A,7350.91,A,7478.61,A,7207,A,6653,A,7696,A,6718,A,9192,A
173,'616,Poland,1332,Fung & Bact – Inorganics,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,A,886,A,834,A,784,A,738,A,643,A,489.61,A,521.3,A,451.62,A,519.1,A,334.91,A,390,A,540,A,316,A,285,A,488,A
173,'616,Poland,1333,Fung & Bact – Dithiocarbamates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794,A,1526,A,1707,A,2041,A,1781,A,1575,A,1580.1,A,1713,A,1476.36,A,1747.74,A,1909.8,A,1804,A,1502,A,1815,A,895,A,2326,A
173,'616,Poland,1334,Fung & Bact – Benzimidazoles,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,A,621,A,547,A,458,A,452,A,403,A,450.28,A,480,A,497.27,A,550.52,A,521.41,A,359,A,424,A,466,A,460,A,593,A
173,'616,Poland,1335,"Fung & Bact – Triazoles, diazoles",5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,A,345,A,505,A,657,A,745,A,665,A,761.41,A,782.5,A,1052.19,A,1204.15,A,1267.21,A,1235,A,1161,A,1387,A,1339,A,1636,A
173,'616,Poland,1336,"Fung & Bact – Diazines, morpholines",5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,A,123,A,94,A,130,A,124,A,77,A,135.35,A,110.2,A,173.51,A,195.88,A,261.95,A,230,A,238,A,237,A,303,A,271,A
173,'616,Poland,1337,Fung & Bact – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,A,1624,A,1514,A,1990,A,1780,A,1997,A,2349.28,A,2315.1,A,2741.58,A,3133.52,A,3183.33,A,3190,A,2790,A,3474,A,3436,A,3879,A
173,'616,Poland,1352,Fungicides – Seed treatments,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,276,A,395,A,317.34,A,414.4,A,292.54,A,305.93,A,259.01,A,325,A,274,A,297,A,142,A,87,A
173,'616,Poland,1317,Seed Treat Fung – Dithiocarbamates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,A,210,A,216.36,A,287.7,A,167.94,A,199.91,A,145.54,A,187,A,146,A,170,A,59,A,0,A
173,'616,Poland,1318,Seed Treat Fung – Benzimidazoles,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,A,10,A,9.23,A,9.1,A,6.08,A,7.28,A,1.7,A,0,A,0,A,0,A,0,A,0,A
173,'616,Poland,1319,"Seed Treat Fung – Triazoles, diazoles",5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,A,22,A,24,A,40.5,A,38.9,A,26.28,A,31.12,A,39,A,35,A,33,A,36,A,35,A
173,'616,Poland,1338,Seed Treat Fung – Botanical products and biologicals,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A,0,A,0,A
173,'616,Poland,1339,Seed Treat Fung – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,A,153,A,67.75,A,77.1,A,79.62,A,72.46,A,80.65,A,99,A,94,A,94,A,48,A,52,A
173,'616,Poland,1353,Insecticides – Seed Treatments,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,27,A,18,A,19.93,A,37.3,A,21.43,A,17.69,A,22.01,A,27,A,29,A,32,A,7,A,15,A
173,'616,Poland,1340,Seed Treat Insect – Organo-phosphates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A,0,A,0,A
173,'616,Poland,1342,Seed Treat Insect – Carbamates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,A,4,A,3.93,A,5.7,A,6,A,7.3,A,9.18,A,11,A,13,A,13,A,7,A,0,A
173,'616,Poland,1343,Seed Treat Insect – Pyrethroids,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,2,A,0.55,A,1.3,A,1.19,A,0.43,A,0.21,A,0,A,0,A,0,A,0,A,3,A
173,'616,Poland,1344,Seed Treat Insect – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,12,A,15.45,A,30.3,A,14.24,A,9.96,A,12.63,A,16,A,16,A,18,A,0,A,12,A
173,'616,Poland,1341,Plant Growth Regulators,5157,Agricultural Use,tonnes,574,I,574,A,263,A,175,A,150,A,155,A,475,A,0,I,0,I,0,I,0,I,0,I,0,I,699,A,946,A,1371,A,1302,A,1056,A,1367,A,1573,A,1522,A,1593.14,A,1365.9,A,1501.05,A,2128.03,A,2158.32,A,2180,A,2151,A,1609,A,2372,A,1201,A
173,'616,Poland,1345,Rodenticides,5157,Agricultural Use,tonnes,0,I,0,I,0,I,135,A,300,A,325,A,395,A,0,I,0,I,0,I,0,I,0,I,0,I,1,A,1,A,12,A,16,A,14,A,19,A,34,A,29,A,33.99,A,34.81,A,0.3,A,0.33,A,0.7,A,1,A,0,A,0,A,2,A,2,A
173,'616,Poland,1346,Rodenticides – Anti-coagulants,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,A,4.75,A,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A
173,'616,Poland,1348,Rodenticides – Cyanide Generators,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A,0,A,0,A
173,'616,Poland,1349,Rodenticides – Hypercalcaemics,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A,0,A,0,A
173,'616,Poland,1350,Rodenticides – Narcotics,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A,0,A,0,A
173,'616,Poland,1347,Rodenticides – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,A,19,A,34,A,27,A,29.24,A,34.81,A,0.3,A,0.33,A,0.7,A,1,A,0,A,0,A,2,A,2,A
173,'616,Poland,1355,Other Pesticides nes,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0,I,0,I,0,I,695,A,741,A,931,A,978,A,743,A,1259,A,213,A,465,A,831,A,804,A,548,A,1148,A,447,A,568,A,474.48,A,184.48,A,181.87,A,213.31,A,380.1,A,572,A,521,A,431,A,612,A,248,A
174,'620,Portugal,1357,Pesticides (total),5157,Agricultural Use,tonnes,9357,E,9357,E,6117,E,8985,E,9580,E,11815,E,12457,E,12750,E,14389,E,15411,E,15470,E,15503,E,17452,E,17030,E,16942,E,16353,E,15702,E,16682.39,E,17080.26,E,13984.91,E,13774.18,E,14024.98,E,12444.24,E,10126.8,E,12892.3,E,8127.07,E,8377.98,E,6329.43,E,8061.69,E,9874.3,E,9715.93,E
174,'620,Portugal,1309,Insecticides,5157,Agricultural Use,tonnes,680,I,680,A,630,A,383,A,347,A,396,A,366,A,444,I,449,A,462,A,476,A,415,A,443,A,505,A,409,A,425,A,493,A,641.12,A,380.17,A,396.12,A,389.35,A,360.87,A,416.13,A,360.62,A,401.57,A,430.97,I,460.36,I,489.76,A,686.38,A,832.35,A,452.33,A
174,'620,Portugal,1310,Insecticides – Chlorinated Hydrocarbons,5157,Agricultural Use,tonnes,,,26,A,18,A,53,A,69,A,72,A,83,A,,,111,A,114,A,121,A,90,A,,,,,,,,,,,12.04,A,0.42,A,,,,,,,,,,,,,,,,,0,A,0,A,,,,
174,'620,Portugal,1311,Insecticides – Organo-phosphates,5157,Agricultural Use,tonnes,,,345,A,290,A,272,A,239,A,257,A,225,A,,,266,A,268,A,267,A,255,A,,,,,,,,,,,547.74,A,323.28,A,320.58,A,317.05,A,301.78,A,325.33,A,270.02,A,285.21,A,292.98,A,344.15,A,116.22,A,158.76,A,164.2,A,12.45,A
174,'620,Portugal,1312,Insecticides – Carbamates,5157,Agricultural Use,tonnes,,,28,A,33,A,22,A,25,A,31,A,26,A,,,31,A,32,A,35,A,39,A,,,,,,,,,,,35.43,A,19.39,A,12.63,A,13.71,A,12.35,A,19.33,A,22.58,A,28.04,A,2.85,A,13.73,A,3.44,A,14.22,A,11.83,A,10.03,A
174,'620,Portugal,1313,Insecticides – Pyrethroids,5157,Agricultural Use,tonnes,,,7,A,7,A,5,A,4,A,7,A,8,A,,,7,A,7,A,6,A,5,A,,,,,,,,,,,6.3,A,8.83,A,23.92,A,10,A,7.24,A,9.05,A,16.05,A,12.71,A,15.55,A,14.99,A,11.82,A,13.65,A,23.83,A,26.26,A
174,'620,Portugal,1314,Insecticides – Botanical products and biologicals,5157,Agricultural Use,tonnes,,,,,,,1,A,2,A,0,A,,,,,0,A,,,1,A,3,A,,,,,,,,,,,0.67,A,0.84,A,3.08,A,2.66,A,2.08,A,1.74,A,0.82,A,1.56,A,2.06,A,1.14,A,,,1.28,A,,,6.77,A
174,'620,Portugal,1315,Insecticides – Other,5157,Agricultural Use,tonnes,,,274,A,282,A,30,A,8,A,29,A,24,A,,,34,A,41,A,46,A,23,A,,,,,,,,,,,38.94,A,27.41,A,35.91,A,45.93,A,37.42,A,60.68,A,51.15,A,74.05,A,1996.87,A,1486.87,A,358.28,A,498.47,A,626.29,A,,
174,'620,Portugal,1316,Mineral Oils,5157,Agricultural Use,tonnes,359,I,359,A,357,A,394,A,381,A,270,A,360,A,472,I,640,A,619,A,1160,A,495,A,478,A,582,A,600,A,567,A,565,A,671.92,A,662.67,A,640.84,A,542.25,A,532.07,A,427.06,A,403.67,A,368.66,A,195.89,A,237.47,A,0,A,0,A,0,A,0,A
174,'620,Portugal,1320,Herbicides,5157,Agricultural Use,tonnes,1804,I,1804,A,1196,A,1307,A,1571,A,1659,A,1584,A,1769,A,1913,A,1955,A,1827,A,2235,A,2125,A,2382,A,2105,A,1751,A,2031,A,2119.82,A,1692.89,A,1699.54,A,2042.29,A,1995.28,A,1768.62,A,1611.02,A,2411,A,2122.4,A,1905.18,A,1922.04,I,1938.9,A,2222.36,A,2401.92,A
174,'620,Portugal,1321,Herbicides – Phenoxy hormone products,5157,Agricultural Use,tonnes,,,90,A,19,A,55,A,66,A,90,A,39,A,,,68,A,76,A,68,A,63,A,,,,,,,,,,,89.27,A,78.79,A,82.79,A,54.45,A,48.97,A,50.2,A,51.67,A,58.82,A,66.81,A,60.43,A,28.85,A,64.44,A,79.04,A,80.24,A
174,'620,Portugal,1322,Herbicides – Triazines,5157,Agricultural Use,tonnes,,,128,A,99,A,371,A,445,A,453,A,414,A,,,411,A,398,A,324,A,445,A,,,,,,,,,,,126.73,A,127.76,A,194.23,A,202.74,A,190.92,A,178,A,149.01,A,112.69,A,175.12,A,89.96,A,57.95,A,85.99,A,89.84,A,89.3,A
174,'620,Portugal,1323,Herbicides – Amides,5157,Agricultural Use,tonnes,,,196,A,135,A,,,,,274,A,330,A,,,423,A,471,A,401,A,490,A,,,,,,,,,,,204.14,A,179.25,A,146.72,A,129.6,A,160.19,A,191.27,A,116.35,A,153.83,A,78.27,A,149.44,A,63.69,A,124.91,A,128.15,A,164.51,A
174,'620,Portugal,1324,Herbicides – Carbamates,5157,Agricultural Use,tonnes,,,43,A,61,A,167,A,155,A,150,A,163,A,,,163,A,142,A,134,A,145,A,,,,,,,,,,,5.81,A,5.21,A,3.71,A,3.48,A,2.71,A,4.39,A,2.42,A,2.51,A,3.65,A,1.28,A,1.62,A,1.67,A,2.17,A,,
174,'620,Portugal,1325,Herbicides – Dinitroanilines,5157,Agricultural Use,tonnes,,,86,A,67,A,,,,,9,A,12,A,,,21,A,20,A,14,A,18,A,,,,,,,,,,,30.39,A,35.7,A,45.35,A,36.15,A,31.27,A,36.21,A,42.98,A,47.87,A,38.27,A,55.65,A,10.59,A,44.28,A,60.45,A,67.64,A
174,'620,Portugal,1326,Herbicides – Urea derivates,5157,Agricultural Use,tonnes,,,150,A,113,A,134,A,176,A,184,A,182,A,,,145,A,145,A,124,A,122,A,,,,,,,,,,,83.49,A,55.4,A,44.74,A,34.4,A,34.21,A,31.45,A,33.35,A,35.82,A,30.68,A,15.15,A,9.75,A,9.29,A,10.75,A,,
174,'620,Portugal,1328,Herbicides – Sulfonyl ureas,5157,Agricultural Use,tonnes,,,,,,,,,,,2,A,5,A,,,6,A,6,A,5,A,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,A,4.86,A,6.22,A,7,A
174,'620,Portugal,1329,Herbicides – Bipiridils,5157,Agricultural Use,tonnes,,,,,,,,,,,82,A,99,A,,,101,A,89,A,94,A,130,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,A,23.58,A,19.79,A,0,A
174,'620,Portugal,1330,Herbicides – Uracil,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,A,0.24,A,0,A,,
174,'620,Portugal,1327,Herbicides – Other,5157,Agricultural Use,tonnes,,,1111,A,702,A,580,A,729,A,415,A,340,A,,,575,A,608,A,663,A,818,A,,,,,,,,,,,1579.99,A,1210.78,A,1182,A,1581.47,A,1527.02,A,1277.1,A,1215.24,A,1999.46,A,1729.6,A,1533.27,A,781.59,A,1579.65,A,1825.97,A,1989.92,A
174,'620,Portugal,1331,Fungicides and Bactericides,5157,Agricultural Use,tonnes,6510,I,6510,A,3923,A,6707,A,7133,A,9077,A,9747,A,9397,A,10473,A,11274,A,10854,A,11562,A,13320,A,12954,A,12459,A,12366,A,11382,A,11518.64,A,12856.31,A,9399.42,A,9475.36,A,9974.8,A,8498.91,A,7202.96,A,8244.4,A,5194.73,A,5475.65,A,3915.97,A,4338.28,A,5769.84,A,6404.83,A
174,'620,Portugal,1332,Fung & Bact – Inorganics,5157,Agricultural Use,tonnes,,,4437,A,2548,A,4833,A,5055,A,7137,A,7896,A,,,8154,A,8908,A,8583,A,9391,A,,,,,,,,,,,9738,A,10695.51,A,7397.37,A,7632.05,A,7412.77,A,6691.14,A,5412.54,A,6337.5,A,3167.19,A,3594.11,A,2539.69,A,2624.31,A,3800.48,A,4465.67,A
174,'620,Portugal,1333,Fung & Bact – Dithiocarbamates,5157,Agricultural Use,tonnes,,,1618,A,1122,A,1432,A,1577,A,1525,A,1399,A,,,1609,A,1531,A,1354,A,1226,A,,,,,,,,,,,1171.3,A,1326.13,A,1246.05,A,1105.14,A,1683.96,A,1031.61,A,1071.66,A,1154.03,A,975.07,A,947,A,503.38,A,773.8,A,733.31,A,751.94,A
174,'620,Portugal,1334,Fung & Bact – Benzimidazoles,5157,Agricultural Use,tonnes,,,19,A,11,A,,,,,25,A,26,A,,,31,A,33,A,35,A,47,A,,,,,,,,,,,16.5,A,10.19,A,20.79,A,13.15,A,16.58,A,14.96,A,13.98,A,17.82,A,19.28,A,21.72,A,5.05,A,25.2,A,25.2,A,40.75,A
174,'620,Portugal,1335,"Fung & Bact – Triazoles, diazoles",5157,Agricultural Use,tonnes,,,40,A,22,A,24,A,25,A,26,A,21,A,,,27,A,30,A,27,A,25,A,,,,,,,,,,,28,A,31.51,A,30.12,A,33.63,A,38.87,A,42.81,A,43.77,A,48.29,A,36.49,A,53.84,A,44.36,A,60.68,A,54.68,A,69.67,A
174,'620,Portugal,1336,"Fung & Bact – Diazines, morpholines",5157,Agricultural Use,tonnes,,,10,A,5,A,,,,,0,A,1,A,,,0,A,4,A,4,A,9,A,,,,,,,,,,,12.31,A,14.23,A,12.35,A,10.61,A,17.23,A,13.95,A,9.69,A,14.41,A,216.32,A,21.57,A,27.99,A,32.4,A,27.49,A,39.71,A
174,'620,Portugal,1337,Fung & Bact – Other,5157,Agricultural Use,tonnes,,,386,A,215,A,418,A,476,A,364,A,404,A,,,652,A,768,A,851,A,864,A,,,,,,,,,,,552.53,A,778.74,A,692.74,A,680.78,A,805.39,A,704.44,A,651.32,A,672.35,A,780.38,A,837.41,A,795.5,A,821.89,A,1128.68,A,1037.09,A
174,'620,Portugal,1341,Plant Growth Regulators,5157,Agricultural Use,tonnes,4,I,4,I,11,I,26,I,20,I,54,A,54,A,67,I,32,A,39,A,51,A,23,A,0,I,0,I,0,I,0,I,0,I,14.92,A,13.4,A,236.26,A,7.99,A,3.87,A,10.91,A,0.67,A,1.41,A,1.15,A,1.37,A,0.58,A,3.46,A,5.05,A,8.59,A
174,'620,Portugal,1345,Rodenticides,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0,I,0,A,0,A,0,I,151,A,167,A,50,A,147,A,0,I,0,I,0,I,0,I,0,I,0.1,A,0.04,A,0.52,A,0.53,A,6.31,A,0.45,A,0.03,A,0.47,A,10.49,A,0,A,0,I,0,I,0,I,0,I
174,'620,Portugal,1355,Other Pesticides nes,5157,Agricultural Use,tonnes,0,I,0,I,0,I,168,I,128,I,359,A,346,A,601,I,731,I,895,I,1052,I,626,I,1086,A,607,A,1369,A,1244,A,1231,A,1715.87,A,1474.78,A,1612.21,A,1316.41,A,1151.78,A,1322.16,A,547.83,A,1464.79,A,171.44,A,297.95,A,1.08,A,1094.67,A,1044.7,A,448.26,A
179,'634,Qatar,1357,Pesticides (total),5157,Agricultural Use,tonnes,3,E,3,E,3,E,3,E,3,E,4,E,6,E,21.5,E,37,E,52.5,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E,68,E
179,'634,Qatar,1309,Insecticides,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0,I,0,I,0,I,15,I,30,I,45,I,60,A,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I,60,I
179,'634,Qatar,1310,Insecticides – Chlorinated Hydrocarbons,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,17,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,'634,Qatar,1311,Insecticides – Organo-phosphates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,'634,Qatar,1312,Insecticides – Carbamates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,42,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,'634,Qatar,1314,Insecticides – Botanical products and biologicals,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,'634,Qatar,1320,Herbicides,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,A,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I
179,'634,Qatar,1321,Herbicides – Phenoxy hormone products,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,'634,Qatar,1331,Fungicides and Bactericides,5157,Agricultural Use,tonnes,3,I,3,I,3,I,3,A,3,A,4,A,6,A,6.5,I,7,I,7.5,I,8,A,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I,8,I
179,'634,Qatar,1333,Fung & Bact – Dithiocarbamates,5157,Agricultural Use,tonnes,,,,,,,2,A,3,A,2,A,5,A,,,,,,,6,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,'634,Qatar,1334,Fung & Bact – Benzimidazoles,5157,Agricultural Use,tonnes,,,,,,,,,,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,'634,Qatar,1336,"Fung & Bact – Diazines, morpholines",5157,Agricultural Use,tonnes,,,,,,,1,A,,,1,A,1,A,,,,,,,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,'410,Republic of Korea,1357,Pesticides (total),5157,Agricultural Use,tonnes,25082,E,27476,E,26718,E,25999,E,26970.5,E,25845,E,24620,E,24819,E,22103,E,25837,E,25684,E,28218,E,25844,E,24610,E,25323,E,24506,E,24076,E,24262,E,25368,E,22790,E,20431,E,19131,E,17438,E,18708,E,19788,E,19482,E,19798,E,20043,E,18716,E,16745,E,16278,E
117,'410,Republic of Korea,1309,Insecticides,5157,Agricultural Use,tonnes,9332,A,10503,A,9878,A,7642,A,8804,I,8892,A,8407,A,9017,A,8546,A,9294,A,8625,A,9880,A,9556,A,9332,A,8958,A,8734,A,8334,A,8568,A,9960,A,8810,A,7414,A,6634,A,5047,A,5991,A,6620,A,6274,A,7092,A,6282,A,5674,A,4953,A,4455,A
117,'410,Republic of Korea,1311,Insecticides – Organo-phosphates,5157,Agricultural Use,tonnes,3386,A,3545,A,2989,A,2517,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,'410,Republic of Korea,1312,Insecticides – Carbamates,5157,Agricultural Use,tonnes,2585,A,2799,A,2487,A,1899,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,'410,Republic of Korea,1313,Insecticides – Pyrethroids,5157,Agricultural Use,tonnes,152,A,172,A,183,A,185,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,'410,Republic of Korea,1315,Insecticides – Other,5157,Agricultural Use,tonnes,3209,A,3987,A,4219,A,3041,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,'410,Republic of Korea,1320,Herbicides,5157,Agricultural Use,tonnes,5509,A,5631,A,5369,A,5270,A,5485,I,5817,A,5962,A,6043,A,5116,A,5596,A,5822,A,6380,A,5494,A,5430,A,6113,A,6189,A,5814,A,5946,A,6073,A,5909,A,5224,A,5180,A,4432,A,4479,A,5536,A,5502,A,5247,A,6145,A,5924,A,5254,A,5259,A
